bus name,si,vi,Va,Vb,Vc,Load_served_flag
m1209814,0.0,1.0,1.0497958365854752,1.0497773681713558,1.0497750287342285,1
m1209811,0.0,1.0,1.0496321287282602,1.0495994249760334,1.0495954687928437,1
m1209807,0.0,1.0,1.0494444248474148,1.0493953961937146,1.049389585916979,1
m1209805,0.0,1.0,1.0493768090460713,1.0493218989618702,1.0493154206963569,1
l2823592,1.0,1.0,1.0492216565912864,1.0491495175957566,1.049128108682519,1
l2823592_cap,0.0,1.0,1.049213718706463,1.0491419694374555,1.0491193285379312,1
r20185,0.0,1.0,1.0492057807615842,1.049134421224848,1.049110548319861,1
d5513564-1_int,0.0,1.0,1.0491746017522403,1.0490995824954807,1.0490728164167338,1
area_4area_5,0.0,1.0,1.049970207672259,1.0499674106242842,1.0499670175379145,1
area_5area_13,1.0,1.0,1.0491745938140296,1.0490995749469902,1.0490728076361633,1
e192201,0.0,1.0,1.0491745858758186,1.0490995673984997,1.0490727988555926,1
m1209800,0.0,1.0,1.0490929989340845,1.0490084033947775,1.0489740636666463,1
m1209797,0.0,1.0,1.0489432849839653,1.048905842152307,1.0488920419566,1
m1209791,0.0,1.0,1.0488110353450482,1.0488152486361486,1.0488195925797825,1
m1209790,0.0,1.0,1.0487071983116576,1.0487353152258776,1.0487614372884007,1
m1209788,0.0,1.0,1.0485960704494512,1.0486497713779022,1.0486992014793002,1
m1209787,0.0,1.0,1.0483931483276199,1.0484953379401354,1.0485881047032912,1
l2823611,1.0,1.0,1.0481577286617292,1.048316181270886,1.0484592282120295,1
l3030204,1.0,1.0,1.048000850519975,1.0481948943119672,1.0483730935525433,1
m1186072,0.0,1.0,1.047876192748415,1.0480959391813696,1.0483042966310745,1
p829957,0.0,1.0,0.0,0.0,1.04894440162207,1
m1209795,0.0,1.0,0.0,0.0,1.0486938266447745,1
l2936268,1.0,1.0,0.0,0.0,1.0486893650672446,1
l2839332,0.0,1.0,0.0,0.0,1.0489740636666463,1
l2936270,1.0,1.0,1.048789405563493,0.0,0.0,1
l3086078,1.0,1.0,1.0487680164272022,0.0,0.0,1
m4118755,0.0,1.0,1.0487496372556258,0.0,0.0,1
m1209782,0.0,1.0,1.04873864112489,0.0,0.0,1
l3217057,1.0,1.0,1.0487370307668782,0.0,0.0,1
p903354,0.0,1.0,1.0488095248563138,0.0,0.0,1
l3217056,1.0,1.0,1.0487278481580184,0.0,0.0,1
area_5area_13,0.0,1.0,1.0491745938140296,1.0490995749469902,1.0490728076361633,1
area_13area_14,1.0,1.0,1.0478761852087863,1.0480959316256506,1.04830428981809,1
area_13area_74,1.0,1.0,0.0,0.0,1.0489443996959675,1
d6048634-1_int,0.0,1.0,1.0478761776691576,1.0480959255842905,1.0483042830051055,1
m1186067,0.0,1.0,1.04779793605978,1.0480338175112092,1.0482611044038708,1
m3032980,0.0,1.0,1.0477049063308304,1.0479599718964565,1.04820976667709,1
m3032977,0.0,1.0,1.047284715685168,1.0476695867727812,1.0479617913276622,1
m1166366,0.0,1.0,1.0467824180115084,1.0473225064419631,1.0476654141086459,1
m1166368,0.0,1.0,1.0467115287519115,1.0472779918663617,1.0476305471914136,1
l2973833,1.0,1.0,1.0465356442328217,1.0471602112605918,1.0475432195489773,1
m1166373,0.0,1.0,1.046466593061206,1.047114463913069,1.0475082513752803,1
m1166374,0.0,1.0,1.0464524060243663,1.0471029932603462,1.0475008197956714,1
l2786266,1.0,1.0,1.046349729216337,1.0470199768140604,1.0474470361500912,1
m1166375,0.0,1.0,1.0462977637350812,1.0469771479417298,1.0474197200216755,1
l2842383,1.0,1.0,1.04615451261127,1.046855243862197,1.047343964668922,1
d6023352-1_int,0.0,1.0,1.0460769312060698,1.0467879419475703,1.0473027851878767,1
m3032981,0.0,1.0,1.0476991192494638,1.0479510429987,1.04820819345751,1
p830058,0.0,1.0,0.0,0.0,1.047661062919317,1
m1166370,0.0,1.0,0.0,0.0,1.0476567421739087,1
l3067506,1.0,1.0,0.0,0.0,1.047565436898384,1
l2898515,1.0,1.0,0.0,0.0,1.047495219697621,1
m1166387,0.0,1.0,0.0,0.0,1.0474866968296142,1
m1166386,0.0,1.0,0.0,0.0,1.0475476542267166,1
l3048966,1.0,1.0,0.0,0.0,1.0475431462893445,1
l3198347,1.0,1.0,0.0,0.0,1.0474783426008811,1
l3048946,1.0,1.0,0.0,0.0,1.0474805888757888,1
m1166358,0.0,1.0,0.0,0.0,1.0476464705451445,1
l3030205,1.0,1.0,0.0,0.0,1.0476412977024185,1
m1166364,0.0,1.0,0.0,0.0,1.047652746817326,1
l2839305,1.0,1.0,1.0464444590013928,0.0,0.0,1
m1166361,0.0,1.0,1.0464240154166466,0.0,0.0,1
l2992656,1.0,1.0,1.0464384098316757,0.0,0.0,1
m1166356,0.0,1.0,1.0464257581519485,0.0,0.0,1
l2692661,1.0,1.0,1.0464170181336865,0.0,0.0,1
l2989600,0.0,1.0,1.046422311666205,0.0,0.0,1
m1166369,0.0,1.0,1.0464601486777716,0.0,0.0,1
p829978,0.0,1.0,1.0464586279395367,0.0,0.0,1
m1166362,0.0,1.0,1.0464119700969563,0.0,0.0,1
m1166355,0.0,1.0,1.0464119700969563,0.0,0.0,1
l2858200,0.0,1.0,1.0464119700969563,0.0,0.0,1
l2805035,0.0,1.0,1.0464119700969563,0.0,0.0,1
l2730187,1.0,1.0,1.0464178069480423,0.0,0.0,1
l3104856,1.0,1.0,1.0464206858377596,0.0,0.0,1
l2727019,0.0,1.0,1.0464257581519485,0.0,0.0,1
l2898522,1.0,1.0,1.046404796449462,0.0,0.0,1
l3086098,1.0,1.0,1.0467042746164867,0.0,0.0,1
p895080,0.0,1.0,1.0462970470836932,0.0,0.0,1
l2917333,1.0,1.0,1.0462908963007407,0.0,0.0,1
area_13area_14,0.0,1.0,1.0478761852087863,1.0480959316256506,1.04830428981809,1
area_14area_15,1.0,1.0,1.0460769252490132,1.0467879357277523,1.0473027796803909,1
area_14area_56,1.0,1.0,1.0476991192494638,1.0479510429987,1.04820819345751,1
e184626,0.0,1.0,1.0460769204856917,1.0467879295079343,1.0473027752766373,1
m1166377,0.0,1.0,1.0460618048896297,1.0467748167967625,1.0472947522272693,1
m1166376,0.0,1.0,1.046012344984472,1.0467319107291602,1.047268500301489,1
l2842384,1.0,1.0,1.046004657652751,1.046725242055328,1.0472644201345138,1
m1149236,0.0,1.0,1.0459047863489117,1.046639407409685,1.0472124712083433,1
m1149235,0.0,1.0,1.045843942455507,1.0465864410439871,1.0471807472580736,1
d5563942-4_int,0.0,1.0,1.0457966504785576,1.0465476713581916,1.0471592305526252,1
l3030203,1.0,1.0,0.0,0.0,1.0471578849618393,1
l3179673,1.0,1.0,0.0,0.0,1.0471540112033695,1
l3160871,1.0,1.0,0.0,0.0,1.0471749511191921,1
p829975,0.0,1.0,0.0,0.0,1.047178810636545,1
p829974,0.0,1.0,1.0459046078398713,0.0,0.0,1
l2805034,1.0,1.0,1.0459018509522542,0.0,0.0,1
area_14area_15,0.0,1.0,1.0460769252490132,1.0467879357277523,1.0473027796803909,1
area_15area_16,1.0,1.0,1.045796644547207,1.0465476651369456,1.0471592252786717,1
q16483,0.0,1.0,1.0457966398044387,1.046547660162542,1.047159221061683,1
q16483_cap,0.0,1.0,1.0457907084369422,1.046541438898013,1.0471539470949385,1
r42247,0.0,1.0,1.0457827189010889,1.0465348891528077,1.0471503121041361,1
m1149233,0.0,1.0,1.0457223365990098,1.0464853886106897,1.0471228405210842,1
l3048965,1.0,1.0,1.0455743669593265,1.0463640874151037,1.0470555237886168,1
m1142843,0.0,1.0,1.0454971336121262,1.0463021768362875,1.0470182954778426,1
l3081380,1.0,1.0,1.0454740924222425,1.0462696570076986,1.0470115101144937,1
d5799561-2_int,0.0,1.0,1.0454562411904411,1.0462414772938606,1.0470062991925648,1
196-31070,0.0,1.0,1.0453156694088386,1.0461567376372582,1.046925860545209,1
d5861005-2_int,0.0,1.0,1.0453081153884891,1.0461507702644168,1.046922131720795,1
m1142851,0.0,1.0,1.045332713736782,1.0461702020055121,1.0469342740366274,1
l2955077,1.0,1.0,1.0454068430143229,1.0462287618421917,1.0469708668454218,1
p829976,0.0,1.0,1.0454961041765392,0.0,0.0,1
l2692660,1.0,1.0,1.0454756433104602,0.0,0.0,1
l2955078,1.0,1.0,1.0454903977149912,0.0,0.0,1
l2955076,1.0,1.0,1.045469086821567,0.0,0.0,1
area_15area_16,0.0,1.0,1.045796644547207,1.0465476651369456,1.0471592252786717,1
area_16area_23,1.0,1.0,1.0454562411904411,1.0462414772938606,1.0470062991925648,1
area_16area_44,1.0,1.0,1.0453081105188011,1.046150765297408,1.0469221273989184,1
l2861218,1.0,1.0,1.045254506676256,1.0459742243568793,1.0470907854823306,1
d5958866-1_int,0.0,1.0,1.045254506676256,1.0459742243568793,1.0470907854823306,1
l2917328,1.0,1.0,1.045253141526938,1.0459749514322207,1.04709258192322,1
m1125914,0.0,1.0,1.0452526767633181,1.0459765356055495,1.0470927997173678,1
m1125917,0.0,1.0,1.0452583545255139,1.0459975300069702,1.0470782531205092,1
m1125919,0.0,1.0,1.0452595830521714,1.046007437404456,1.0470735257218025,1
l2992624,1.0,1.0,1.0452637489172594,1.0460179690623488,1.0470683500418811,1
l2730163,1.0,1.0,1.0452718789580735,1.0460344071569099,1.0470601848660979,1
m1125934,0.0,1.0,1.0452766350087783,1.046047444341095,1.0470558255960665,1
l3030199,1.0,1.0,1.0452788334160839,1.0460534705331856,1.0470538105813556,1
l2955074,1.0,1.0,1.0452836402499603,1.0460728146023046,1.047050157260879,1
m1142818,0.0,1.0,1.0452920526289886,1.0460902692626657,1.0470474573727615,1
m1142819,0.0,1.0,1.0453128149604978,1.0461022934366633,1.0470428969695746,1
l2711226,1.0,1.0,1.0453363495238648,1.046119787336724,1.0470338978587481,1
m1142821,0.0,1.0,1.0453368577472095,1.0461201961123376,1.0470336728543044,1
l2692655,1.0,1.0,1.0453535108997603,1.046133590643877,1.0470262999586706,1
l2674047,1.0,1.0,1.0453711577360514,1.0461495033838606,1.047019609945554,1
m1142828,0.0,1.0,1.0453712422646888,1.0461495851465836,1.0470195815203065,1
l3160865,1.0,1.0,1.0454074606261736,1.046184618404669,1.0470074017455209,1
m1142832,0.0,1.0,1.0454276885176854,1.0462012889135537,1.0470016831610274,1
m1142839,0.0,1.0,1.0454441473294358,1.0462223850317933,1.0470027681009524,1
e193509,0.0,1.0,1.0454562410345691,1.0462414761495475,1.0470062983174981,1
l2767408,1.0,1.0,0.0,0.0,1.046977542150513,1
l3217053,1.0,1.0,0.0,0.0,1.04696672616939,1
m3037455,0.0,1.0,0.0,0.0,1.0469662199033638,1
p829962,0.0,1.0,0.0,0.0,1.0469997143212026,1
m1142833,0.0,1.0,0.0,0.0,1.046993724351929,1
m1142835,0.0,1.0,0.0,0.0,1.0469970834486584,1
l3104853,1.0,1.0,0.0,0.0,1.0469926284472808,1
l3217052,1.0,1.0,0.0,0.0,1.0469577161424006,1
l3086074,1.0,1.0,0.0,0.0,1.0469599417595568,1
p1197121,0.0,1.0,0.0,0.0,1.0470773008427854,1
l2805031,1.0,1.0,0.0,0.0,1.0470717340022768,1
l3067507,1.0,1.0,0.0,0.0,1.0469997791355903,1
l2711224,1.0,1.0,0.0,1.0458500751831072,0.0,1
m1125905,0.0,1.0,0.0,1.0458142303002094,0.0,1
l2748839,1.0,1.0,0.0,1.0458103173835065,0.0,1
l3142098,1.0,1.0,0.0,1.0458113128417699,0.0,1
l2917310,1.0,1.0,0.0,1.0458052059759784,0.0,1
l2879767,1.0,1.0,0.0,1.045960995710029,0.0,1
l2767407,1.0,1.0,0.0,1.045957788403108,0.0,1
m1125911,0.0,1.0,0.0,1.0459102808307965,0.0,1
p829963,0.0,1.0,0.0,1.0459728972111275,0.0,1
m1125916,0.0,1.0,0.0,1.045967332601996,0.0,1
m1125913,0.0,1.0,0.0,1.0459408587170136,0.0,1
m1125940,0.0,1.0,0.0,1.046052966730025,0.0,1
l3048963,1.0,1.0,0.0,1.0460506679991728,0.0,1
l3254915,1.0,1.0,0.0,1.046048913391684,0.0,1
p829960,0.0,1.0,0.0,1.046101892275369,0.0,1
m1142826,0.0,1.0,0.0,1.046079151098115,0.0,1
n1141478,0.0,1.0,0.0,1.0460990658039073,0.0,1
l3068944,1.0,1.0,0.0,1.045911542050082,0.0,1
l3142079,1.0,1.0,0.0,1.0457633014244303,0.0,1
m3036162,0.0,1.0,0.0,1.0457628969877233,0.0,1
l2861219,1.0,1.0,0.0,1.046097394663433,0.0,1
l3160864,1.0,1.0,0.0,1.0460747336493543,0.0,1
l2955055,1.0,1.0,0.0,1.0457594285104577,0.0,1
l2879753,1.0,1.0,0.0,1.0457582426313285,0.0,1
l2692654,1.0,1.0,1.0452445125959955,0.0,0.0,1
m1125929,0.0,1.0,1.0452442485807867,0.0,0.0,1
p829961,0.0,1.0,1.0452579552546333,0.0,0.0,1
n1141476,0.0,1.0,1.045256414221069,0.0,0.0,1
l2842379,1.0,1.0,1.045226496617977,0.0,0.0,1
area_16area_23,0.0,1.0,1.0454562411904411,1.0462414772938606,1.0470062991925648,1
area_23area_60,1.0,1.0,1.0452920526289886,1.0460902692626657,1.0470474573727615,1
d5504876-1_int,0.0,1.0,1.0452920526289886,1.0460902692626657,1.0470474573727615,1
p829965,0.0,1.0,1.0452451111637864,1.0460731165546535,1.0470499514495517,1
l2936271,1.0,1.0,1.0452256865229612,1.0460660188112085,1.0470509834779744,1
m1142815,0.0,1.0,1.045137348113421,1.0460284112316387,1.047057051445711,1
m1142814,0.0,1.0,1.0451303170998854,1.0459677463534243,1.0470724662261817,1
m1142810,0.0,1.0,1.0451159657161875,1.0458439103199146,1.047103929145864,1
m1142813,0.0,1.0,1.0451303170998854,1.0459677463534243,1.0470724662261817,1
l2767409,1.0,1.0,0.0,1.0457841567305541,0.0,1
m1142800,0.0,1.0,0.0,1.0457766452619153,0.0,1
l3082988,1.0,1.0,0.0,1.045806266466765,0.0,1
m1149225,0.0,1.0,0.0,1.045795124133579,0.0,1
l3160868,1.0,1.0,0.0,1.045811858825524,0.0,1
l3217064,1.0,1.0,0.0,1.0457465208682142,0.0,1
l3200222,0.0,1.0,0.0,1.0457465208682142,0.0,1
m1142798,0.0,1.0,0.0,1.0457610128360155,0.0,1
m1142801,0.0,1.0,0.0,1.0457546143790644,0.0,1
m1142799,0.0,1.0,0.0,1.0457691301575436,0.0,1
m1142808,0.0,1.0,0.0,1.045838496408053,0.0,1
l2879794,1.0,1.0,1.045109995147452,0.0,0.0,1
m1142811,0.0,1.0,1.0450976897808546,0.0,0.0,1
l2917330,1.0,1.0,1.0450769659361139,0.0,0.0,1
l2861222,1.0,1.0,1.0450629801535347,0.0,0.0,1
n1141477,0.0,1.0,1.0451247469441174,0.0,0.0,1
l2992657,1.0,1.0,1.0450939014875695,0.0,0.0,1
l2917359,1.0,1.0,1.0451365468215559,0.0,0.0,1
m1142der480-1,0.0,1.0,1.0451303170998854,1.0459677463534243,1.0470724662261817,1
area_23area_60,0.0,1.0,1.0452920526289886,1.0460902692626657,1.0470474573727615,1
area_60area_61,0.0,1.0,1.0451303170998854,1.0459677463534243,1.0470724662261817,1
area_60area_61,0.0,1.0,1.0451303170998854,1.0459677463534243,1.0470724662261817,1
m1142-lng1,0.0,1.0,1.0451303170998854,1.0459677463534243,1.0470724662261817,1
l3123452,1.0,1.0,1.0437424989000283,1.0449234003325707,1.04639182475974,1
d6198039-1_int,0.0,1.0,1.0436493060797993,1.04486236517917,1.046379423219157,1
m1125962,0.0,1.0,1.0439126735359885,1.0450379583345917,1.0464182539608229,1
m1125960,0.0,1.0,1.0439291701267737,1.045050090721432,1.0464220679727516,1
l3214069,1.0,1.0,1.0439955200265567,1.045098888144887,1.0464374085384396,1
m1125952,0.0,1.0,1.0440119933836418,1.0451113462225567,1.046441635180656,1
l3214071,1.0,1.0,1.0440795094847817,1.0451650523689573,1.0464621834294998,1
m1125947,0.0,1.0,1.0441517677446643,1.0452241807169431,1.046486187576969,1
m1125944,0.0,1.0,1.04436526454725,1.0453988877821943,1.0465571175654111,1
m1142875,0.0,1.0,1.044697448223346,1.045655164841074,1.0466674781942604,1
m1142874,0.0,1.0,1.0447670475545439,1.045708862537435,1.0466906039945088,1
m1142871,0.0,1.0,1.0448132639147394,1.0457472545710873,1.0467094170546996,1
m1142869,0.0,1.0,1.0448491686734411,1.0457774252119592,1.0467244680083194,1
m1142868,0.0,1.0,1.0449140727523238,1.0458319643004312,1.0467516759808024,1
l3030197,0.0,1.0,1.0449989080241269,1.0459032524484084,1.046787240647269,1
m1142865,0.0,1.0,1.0450729288605394,1.0459654538484249,1.046818273054626,1
m1142863,0.0,1.0,1.0451561245010093,1.046031325463567,1.046852934013196,1
m1142860,0.0,1.0,1.045217502853725,1.046081621591388,1.046880728598924,1
l3160872,1.0,1.0,1.0452907276895063,1.0461370317035483,1.0469135445183908,1
q1301,0.0,1.0,1.0453081066248964,1.0461507603303992,1.0469221230770418,1
l2861197,1.0,1.0,0.0,0.0,1.0464030984628618,1
l3160896,1.0,1.0,0.0,0.0,1.0463979738070097,1
l2936211,1.0,1.0,0.0,0.0,1.0464268077998826,1
l2842329,1.0,1.0,0.0,0.0,1.0464211750015016,1
p901936,0.0,1.0,0.0,0.0,1.0464404869316413,1
m1125955,0.0,1.0,0.0,0.0,1.0464330352957354,1
m1125957,0.0,1.0,0.0,0.0,1.04643208400637,1
l3236004,1.0,1.0,0.0,0.0,1.0464251773716486,1
m1125959,0.0,1.0,0.0,0.0,1.046412697906233,1
m1125961,0.0,1.0,0.0,0.0,1.046415170593034,1
p903490,0.0,1.0,0.0,0.0,1.0464161012976634,1
p829956,0.0,1.0,0.0,0.0,1.0467091410130136,1
l3160861,1.0,1.0,0.0,0.0,1.0467062860064593,1
l2711225,1.0,1.0,0.0,0.0,1.046841530373326,1
l3030200,1.0,1.0,0.0,0.0,1.0468344538540537,1
n1141480,0.0,1.0,0.0,0.0,1.0468522751313603,1
p895113,0.0,1.0,0.0,0.0,1.0468513833188275,1
l2895496,0.0,1.0,0.0,0.0,1.0466735504109006,1
m1142873,0.0,1.0,0.0,0.0,1.0466624860094615,1
l3160862,1.0,1.0,0.0,0.0,1.0466235683957297,1
l3104850,1.0,1.0,0.0,0.0,1.0466124433654287,1
l3552667,1.0,1.0,0.0,0.0,1.046650380277297,1
m1125974,0.0,1.0,0.0,0.0,1.046402707831527,1
m1125979,0.0,1.0,0.0,0.0,1.0463993348048626,1
l2917255,1.0,1.0,0.0,0.0,1.046391683478766,1
p895111,0.0,1.0,0.0,0.0,1.046688836773766,1
l3104796,1.0,1.0,0.0,0.0,1.0464026570753757,1
p895112,0.0,1.0,1.0450719579808367,0.0,0.0,1
l3048962,1.0,1.0,1.0450691104377952,0.0,0.0,1
p895114,0.0,1.0,1.045216586879655,0.0,0.0,1
p901941,0.0,1.0,1.0443642979708336,0.0,0.0,1
l3251799,1.0,1.0,1.0443588871883036,0.0,0.0,1
n1141479,0.0,1.0,1.045215789726306,0.0,0.0,1
l3198348,1.0,1.0,1.0452143905659583,0.0,0.0,1
area_16area_44,0.0,1.0,1.0453081105188011,1.046150765297408,1.0469221273989184,1
area_44area_43,1.0,1.0,1.0436493015440471,1.0448623602060365,1.0463794199658203,1
m1125997,0.0,1.0,1.0428123699142997,1.0444784727082772,1.0462283452031274,1
d5535139-1_int,0.0,1.0,1.0428111478457258,1.044479103602864,1.0462265091989218,1
m1125994,0.0,1.0,1.0428513145510636,1.0444583668990477,1.0462868540572121,1
l3067478,1.0,1.0,1.042994482658049,1.0445277679128935,1.0462999471282115,1
m1125990,0.0,1.0,1.0430838852005766,1.0445680981508076,1.0463086769471017,1
m1125989,0.0,1.0,1.0430907688063111,1.0445712034819399,1.0463093491330746,1
m1125987,0.0,1.0,1.0431854517991588,1.044613918001416,1.0463185953594023,1
m1125976,0.0,1.0,1.0434345276256733,1.0447325779498857,1.046352596904005,1
m1125968,0.0,1.0,1.043493760802794,1.0447643554779367,1.0463567473811506,1
l2767341,1.0,1.0,1.04353503000769,1.0447888183167182,1.0463626485003772,1
m1125969,0.0,1.0,1.0435709240062714,1.0448110279439515,1.0463689885788015,1
e206217,0.0,1.0,1.0436492979171708,1.0448623562296593,1.0463794173644907,1
d5867591-1_int,0.0,1.0,1.0428382584733082,1.0444407273541756,1.0462842102412968,1
p901945,0.0,1.0,1.0431840792741838,1.0446124754652266,1.0463168113250427,1
m1125988,0.0,1.0,1.0431824338431683,1.0446107461021912,1.0463146725612482,1
l2767340,1.0,1.0,1.043164806618327,1.044588384050978,1.0462882411651444,1
m3037449,0.0,1.0,1.0431648392258024,1.0445883673143634,1.0462881055028799,1
l2730149,1.0,1.0,1.042851687622428,1.0444581754443663,1.0462852588841898,1
l3030126,1.0,1.0,0.0,0.0,1.0463166180162264,1
l3254870,1.0,1.0,0.0,0.0,1.046302299388705,1
p895107,0.0,1.0,0.0,0.0,1.046353217195382,1
m1125943,0.0,1.0,0.0,0.0,1.0462418997187393,1
m1108375,0.0,1.0,0.0,0.0,1.046287177669659,1
l3160793,1.0,1.0,0.0,0.0,1.0462844582504383,1
m1125978,0.0,1.0,0.0,1.0448062974463779,0.0,1
l3254869,1.0,1.0,0.0,1.044794817049294,0.0,1
l2955005,1.0,1.0,0.0,1.0446809652045403,0.0,1
m1108372,0.0,1.0,0.0,1.0446736337763651,0.0,1
l3179607,1.0,1.0,0.0,1.0446659343757296,0.0,1
l3216988,1.0,1.0,0.0,1.0446645290083465,0.0,1
m1125966,0.0,1.0,0.0,1.044701210550197,0.0,1
p895102,0.0,1.0,0.0,1.044809133250104,0.0,1
p895106,0.0,1.0,0.0,1.044728869085906,0.0,1
m1125982,0.0,1.0,0.0,1.0447929884881297,0.0,1
l3029055,1.0,1.0,0.0,1.0447825372345079,0.0,1
l3048887,1.0,1.0,0.0,1.0447100419412463,0.0,1
l2798067,1.0,1.0,0.0,1.0447924958496213,0.0,1
l2898457,1.0,1.0,1.0431805275018,0.0,0.0,1
221-703009,0.0,1.0,0.0,0.0,1.046241422673011,1
l3150961,1.0,1.0,0.0,0.0,1.0462383062624392,1
area_44area_43,0.0,1.0,1.0436493015440471,1.0448623602060365,1.0463794199658203,1
area_43area_42,1.0,1.0,1.0428111459852571,1.044479103602864,1.0462265091989218,1
area_43area_50,1.0,1.0,1.042838256129545,1.0444407235478559,1.0462842102412968,1
l2692633,1.0,1.0,1.0426642877322576,1.0445068659933523,1.0457392225066982,1
d5578300-1_int,0.0,1.0,1.0426697285760531,1.044501748096608,1.0457245389057608,1
l2674027,1.0,1.0,1.0426536093610035,1.0445163227911685,1.045766049447451,1
l3179646,1.0,1.0,1.0426422198291834,1.0445291507227996,1.0457948708865172,1
l2955047,1.0,1.0,1.042635925479729,1.044538945622426,1.045811004308817,1
m1108505,0.0,1.0,1.0426300444023247,1.044549082908004,1.0458299141960943,1
m1108500,0.0,1.0,1.0426345996308322,1.044547880950562,1.0458411306394184,1
n1142104,0.0,1.0,1.0426427473315554,1.0445457310551456,1.0458611927314418,1
l3104830,1.0,1.0,1.0426560882061116,1.0445422108155786,1.045894041488413,1
n1142103,0.0,1.0,1.042657997619482,1.0445417324202544,1.045899101103,1
m1108493,0.0,1.0,1.0426643471704797,1.0445401415596296,1.0459159262035658,1
l3142049,1.0,1.0,1.0426787966655906,1.0445365212375872,1.0459542139861309,1
m1108490,0.0,1.0,1.0426859507982256,1.0445348340480174,1.0459746527135882,1
n1142100,0.0,1.0,1.042688752662455,1.044533800491274,1.045981024743406,1
n1142099,0.0,1.0,1.0426961034421371,1.044531088904311,1.045997741862633,1
l2730106,1.0,1.0,1.0427008182929198,1.0445293496562749,1.0460084642823342,1
m1108484,0.0,1.0,1.0427205112592026,1.044522444037147,1.0460611441077197,1
l2933135,1.0,1.0,1.0427384008708966,1.044514483477465,1.0461004384950972,1
m4122658,0.0,1.0,1.0427388390043906,1.0445142735910373,1.046101325132096,1
l3232902,1.0,1.0,1.0427490483631836,1.0445093827939467,1.0461219853837238,1
l3179650,1.0,1.0,1.0427612645317033,1.0445031849717805,1.0461449532818468,1
l2973791,1.0,1.0,1.0427801831857224,1.0444948138686243,1.0461789094506773,1
l2859403,1.0,1.0,1.0427931441342118,1.0444883959930045,1.0461994663549194,1
r20703,0.0,1.0,1.0428087872909482,1.044480320318416,1.0462229683497315,1
e183473,0.0,1.0,1.0428111441247885,1.044479103602864,1.0462265091989218,1
l2748780,1.0,1.0,1.0420633959475794,0.0,0.0,1
l2823544,1.0,1.0,1.0420228976575678,0.0,0.0,1
l2767342,1.0,1.0,1.0420971069326466,0.0,0.0,1
m1126016,0.0,1.0,1.0420080370785376,0.0,0.0,1
l3027122,1.0,1.0,1.0426068817252234,0.0,0.0,1
m1108506,0.0,1.0,1.0425987647229575,0.0,0.0,1
l3065665,1.0,1.0,1.042406443585267,0.0,0.0,1
l3235946,1.0,1.0,1.0423021401686172,0.0,0.0,1
l3120534,0.0,1.0,1.0419931823388255,0.0,0.0,1
m1126020,0.0,1.0,1.0419496940437385,0.0,0.0,1
m1126005,0.0,1.0,1.0421524027947195,0.0,0.0,1
m1108492,0.0,1.0,1.0426827469784639,0.0,0.0,1
n1142102,0.0,1.0,1.0426819833668108,0.0,0.0,1
m1108499,0.0,1.0,1.0424450513746175,0.0,0.0,1
m1108501,0.0,1.0,1.042509756330049,0.0,0.0,1
p901946,0.0,1.0,1.0426255090554761,0.0,0.0,1
m1126025,0.0,1.0,1.041936448322079,0.0,0.0,1
l2804956,1.0,1.0,1.042676498522107,0.0,0.0,1
n1142105,0.0,1.0,1.042621147475456,0.0,0.0,1
l2823545,1.0,1.0,1.041930670019234,0.0,0.0,1
