name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open
ln5985378-1,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.19013104,m1026824,m1009807,3,"{'a', 'b', 'c'}",False,False
ln5742836-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.061650857,m1009807,m1009805,3,"{'a', 'b', 'c'}",False,False
ln6167754-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883674, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.010421775,m1026829,n1147859,1,{'b'},False,False
ln6167754-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883674, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.006772215,n1147859,p827573,1,{'b'},False,False
ln6383061-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883674, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.02105849,p827573,l2710542,1,{'b'},False,False
ln6229831-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883674, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595094, 0.0], [0.0, 0.0, 0.0]]",0.035369712,l2710542,l2729430,1,{'b'},False,False
ln5894237-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6312417576485094]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8989791510129485]]",0.10024142,m1009807,l2673323,1,{'c'},False,False
ln6199535-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.071541145,l2673323,m1009809,1,{'c'},False,False
ln6077787-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.677230732496575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.090318147,m1009809,l2710525,1,{'c'},False,False
ln5943422-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.022822254,l2746587,n1147858,1,{'c'},False,False
ln5653486-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.083273252,l2991933,l3122837,1,{'c'},False,False
ln5623400-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.055775246,l3122817,l2673314,1,{'c'},False,False
ln5744359-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.15077835,l3122837,l3048222,1,{'c'},False,False
ln6169249-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.009432757,m1026891,n1147863,1,{'c'},False,False
ln5943422-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.052887432,n1147858,l2991933,1,{'c'},False,False
ln6169249-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.004395476,n1147863,l3122817,1,{'c'},False,False
ln5943422-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.016094425,p859694,l2746587,1,{'c'},False,False
ln5852082-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6569797416245788]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8552690560612494]]",0.00674828,m1026824,p859694,1,{'c'},False,False
ln5487004-6,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793086]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512117]]",0.008916507,m1026834,n1147860,1,{'c'},False,False
ln6440004-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793086]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.007591336,m1026844,n1147861,1,{'c'},False,False
ln5487004-7,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.018515922,n1147860,l3177881,1,{'c'},False,False
ln6440004-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.061203806,n1147861,l3122818,1,{'c'},False,False
ln6341781-2,line,3,"[[1.1223015188793086, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.011218487,m1026866,n1147862,1,{'a'},False,False
ln6341781-3,line,3,"[[1.1223015188793084, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.089366154,n1147862,l2685805,1,{'a'},False,False
