name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln5956502-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.034407731,m1047316,l2766728,1,{'c'},False,False,12.47
ln6229806-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.057734628,l2954354,l2673321,1,{'a'},False,False,12.47
ln5532756-1,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.12762474,l3104133,m1047323,1,{'a'},False,False,12.47
ln6014135-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.004144648,m1047312,p893163,1,{'a'},False,False,12.47
ln6301772-2,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.019319939,m1047314,n1137961,1,{'a'},False,False,12.47
ln5653468-1,line,3,"[[1.6312417576485099, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.040115276,m1047323,l3010569,1,{'a'},False,False,12.47
ln6301772-3,line,3,"[[1.6312417576485096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129486, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.123164,n1137961,l3104133,1,{'a'},False,False,12.47
ln5741249-1,line,3,"[[1.6312417576485094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8989791510129485, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.003926085,p893163,m1047314,1,{'a'},False,False,12.47
ln5895784-1,line,3,"[[1.5399215831794884, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.7626213174521841, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.052752414,l3010569,m1047335,1,{'a'},False,False,12.47
ln6077783-1,line,3,"[[1.6772307324965752, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9324108992530388, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.059394696,m1047335,l2954354,1,{'a'},False,False,12.47
ln5804801-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.049662185,l2710519,m1047344,1,{'a'},False,False,12.47
ln5744342-1,line,3,"[[1.674656198388367, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595092, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.072310835,l2785527,l2766729,1,{'a'},False,False,12.47
ln6318859-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.056445275,l2897772,l3101814,1,{'a'},False,False,12.47
ln6138639-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.010516568,m1047311,l2748158,1,{'a'},False,False,12.47
ln5756001-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.022318059,m1047314,m1047311,1,{'a'},False,False,12.47
ln6138640-1,line,3,"[[1.674656198388367, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.066636895,m1047316,l2785527,1,{'a'},False,False,12.47
ln6169255-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.085331485,m1047335,l2710519,1,{'a'},False,False,12.47
ln6108148-1,line,3,"[[1.674656198388367, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595092, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.075276447,m1047344,l3029499,1,{'a'},False,False,12.47
ln5532757-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.056343546,m1047344,l3066819,1,{'a'},False,False,12.47
ln5714055-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595092, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.071009138,m1047344,l2897772,1,{'a'},False,False,12.47
ln5835148-1,line,3,"[[1.1223015188793086, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.074349272,m1047322,l3048211,1,{'a'},False,False,12.47
ln5837356-1,line,3,"[[1.1223015188793084, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512114, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.009630813,m1047325,p827532,1,{'a'},False,False,12.47
ln6138613-1,line,3,"[[1.1223015188793086, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.038961022,m1047326,m1047322,1,{'a'},False,False,12.47
ln5472372-1,line,3,"[[1.1223015188793084, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512114, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.10232738,m1047326,m1047338,1,{'a'},False,False,12.47
ln6169256-1,line,3,"[[1.1223015188793086, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512117, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.15113092,m1047338,l2691953,1,{'a'},False,False,12.47
ln6201699-1,line,3,"[[1.1223015188793084, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.007292708,p827532,m1047326,1,{'a'},False,False,12.47
