,name,nodes,num_nodes,kv_base,distance,coord_defined,x,y,latitude,longitude,all_pce_active_bus,all_pde_active_bus,line_list,line_total_miles,load_list,section_id,total_customers,unique_node_number
25,hvmv69s2s3_2,"[1, 2, 3]",3,39.83716857408418,0.0,1,1662550.0,12274700.0,0.0,0.0,['None'],"['Line.hvmv69s2s3-1', 'Line.hvmv69s3b1_sw']","['LINE.hvmv69s2s3-1', 'LINE.hvmv69s3b1_sw']",0.0,['None'],0,0,4
26,hvmv69sub3_hsb,"[1, 2, 3]",3,39.83716857408418,0.0,1,1662500.0,12274900.0,0.0,0.0,['None'],"['Line.hvmv69s3b1_sw', 'Transformer.hvmv69_11sub3']",['LINE.hvmv69s3b1_sw'],0.0,['None'],0,0,4
27,hvmv11sub3_lsb,"[1, 2, 3]",3,7.199557856794634,0.0,1,1662400.0,12275300.0,0.0,0.0,['None'],"['Line.hvmv69s3b2_sw', 'Transformer.feeder_reg3a', 'Transformer.feeder_reg3b', 'Transformer.feeder_reg3c']",['LINE.hvmv69s3b2_sw'],0.0,['None'],0,0,4
28,e203026,"[1, 2, 3]",3,7.199557856794634,0.0,1,1662334.471,12275527.77,0.0,0.0,['None'],"['Line.hvmv69s3b2_sw', 'Line.ln6044631-1']","['LINE.hvmv69s3b2_sw', 'LINE.ln6044631-1']",0.0,['None'],0,0,4
29,m1209817,"[1, 2, 3]",3,7.199557856794634,0.0,1,1694018.313,12277577.76,0.0,0.0,['None'],"['Line.ln5815900-1', 'Line.ln5742828-1']","['LINE.ln5815900-1', 'LINE.ln5742828-1']",0.0,['None'],0,0,4
30,l2801909,"[1, 2, 3]",3,7.199557856794634,0.0,1,1694004.902,12277496.0,0.0,0.0,['None'],"['Line.ln5742828-1', 'Line.ln5742828-2', 'Transformer.t226195333c']","['LINE.ln5742828-1', 'LINE.ln5742828-2']",0.0,['None'],0,0,4
31,m1209814,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693968.12,12277271.72,0.0,0.0,['None'],"['Line.ln5742828-2', 'Line.ln5473414-1']","['LINE.ln5742828-2', 'LINE.ln5473414-1']",0.0,['None'],0,0,4
32,m1209811,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693909.416,12276925.79,0.0,0.0,['None'],"['Line.ln5473414-1', 'Line.ln5714974-1']","['LINE.ln5473414-1', 'LINE.ln5714974-1']",0.0,['None'],0,0,4
33,m1209807,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693840.231,12276529.54,0.0,0.0,['None'],"['Line.ln5714974-1', 'Line.ln5896798-1']","['LINE.ln5714974-1', 'LINE.ln5896798-1']",0.0,['None'],0,0,4
34,m1209805,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693695.409,12276525.39,0.0,0.0,['None'],"['Line.ln5896798-1', 'Line.ln5775442-1']","['LINE.ln5896798-1', 'LINE.ln5775442-1']",0.0,['None'],0,0,4
35,l2823592,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693402.25,12276341.0,0.0,0.0,['None'],"['Line.ln5775442-1', 'Line.cap_1a', 'Line.cap_1b', 'Line.cap_1c', 'Transformer.t5223658a']","['LINE.ln5775442-1', 'LINE.cap_1a', 'LINE.cap_1b', 'LINE.cap_1c']",0.0,['None'],0,0,4
36,l2823592_cap,"[1, 2, 3]",3,7.199557856794634,0.0,1,-119.079055,46.68625,0.0,0.0,['None'],"['Line.cap_1a', 'Line.cap_1b', 'Line.cap_1c', 'Line.ln5513564-2']","['LINE.cap_1a', 'LINE.cap_1b', 'LINE.cap_1c', 'LINE.ln5513564-2']",0.0,['None'],0,0,4
37,r20185,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693400.0,12276340.37,0.0,0.0,"['Capacitor.capbank1a', 'Capacitor.capbank1b', 'Capacitor.capbank1c']","['Line.ln5513564-2', 'Line.ln5513564-1']","['LINE.ln5513564-2', 'LINE.ln5513564-1']",0.0,['None'],0,0,4
38,d5513564-1_int,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693350.0,12276250.0,0.0,0.0,['None'],"['Line.ln5513564-1', 'Line.xj171_48332_sw']","['LINE.ln5513564-1', 'LINE.xj171_48332_sw']",0.0,['None'],0,0,4
39,e192201,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693215.431,12276229.02,0.0,0.0,['None'],"['Line.xj171_48332_sw', 'Line.ln6321409-1']","['LINE.xj171_48332_sw', 'LINE.ln6321409-1']",0.0,['None'],0,0,4
40,m1209800,"[1, 2, 3]",3,7.199557856794634,0.0,1,1693062.499,12276129.09,0.0,0.0,['None'],"['Line.ln6321409-1', 'Line.ln5654466-1', 'Line.ln5958865-1', 'Line.ln6198133-1']","['LINE.ln6321409-1', 'LINE.ln5654466-1', 'LINE.ln5958865-1', 'LINE.ln6198133-1']",0.0,['None'],0,0,4
41,m1209797,"[1, 2, 3]",3,7.199557856794634,0.0,1,1692851.461,12276000.0,0.0,0.0,['None'],"['Line.ln5654466-1', 'Line.ln6291242-1']","['LINE.ln5654466-1', 'LINE.ln6291242-1']",0.0,['None'],0,0,4
42,m1209791,"[1, 2, 3]",3,7.199557856794634,0.0,1,1692658.31,12275897.84,0.0,0.0,['None'],"['Line.ln6291242-1', 'Line.ln5654472-1', 'Line.ln5686244-1']","['LINE.ln6291242-1', 'LINE.ln5654472-1', 'LINE.ln5686244-1']",0.0,['None'],0,0,4
43,m1209790,"[1, 2, 3]",3,7.199557856794634,0.0,1,1692500.171,12275809.29,0.0,0.0,['None'],"['Line.ln5654472-1', 'Line.ln5594242-1']","['LINE.ln5654472-1', 'LINE.ln5594242-1']",0.0,['None'],0,0,4
44,m1209788,"[1, 2, 3]",3,7.199557856794634,0.0,1,1692322.028,12275732.6,0.0,0.0,['None'],"['Line.ln5594242-1', 'Line.ln6351519-1', 'Line.ln6381855-1']","['LINE.ln5594242-1', 'LINE.ln6351519-1', 'LINE.ln6381855-1']",0.0,['None'],0,0,4
45,m1209787,"[1, 2, 3]",3,7.199557856794634,0.0,1,1692000.0,12275591.11,0.0,0.0,['None'],"['Line.ln6351519-1', 'Line.ln6261021-1']","['LINE.ln6351519-1', 'LINE.ln6261021-1']",0.0,['None'],0,0,4
46,l2823611,"[1, 2, 3]",3,7.199557856794634,0.0,1,1691626.089,12275427.89,0.0,0.0,['None'],"['Line.ln6261021-1', 'Line.ln5473440-1', 'Transformer.t21386877a']","['LINE.ln6261021-1', 'LINE.ln5473440-1']",0.0,['None'],0,0,4
47,l3030204,"[1, 2, 3]",3,7.199557856794634,0.0,1,1691395.861,12275279.48,0.0,0.0,['None'],"['Line.ln5473440-1', 'Line.ln5866268-1', 'Transformer.t0107636a']","['LINE.ln5473440-1', 'LINE.ln5866268-1']",0.0,['None'],0,0,4
48,m1186072,"[1, 2, 3]",3,7.199557856794634,0.0,1,1691300.0,12275200.0,0.0,0.0,['None'],"['Line.ln5866268-1', 'Line.ln0048634_sw']","['LINE.ln5866268-1', 'LINE.ln0048634_sw']",0.0,['None'],0,0,4
49,d6048634-1_int,"[1, 2, 3]",3,7.199557856794634,0.0,1,1691150.0,12275100.0,0.0,0.0,['None'],"['Line.ln0048634_sw', 'Line.ln6048634-1']","['LINE.ln0048634_sw', 'LINE.ln6048634-1']",0.0,['None'],0,0,4
50,m1186067,"[1, 2, 3]",3,7.199557856794634,0.0,1,1691101.301,12275074.55,0.0,0.0,['None'],"['Line.ln6048634-1', 'Line.ln6504019-5']","['LINE.ln6048634-1', 'LINE.ln6504019-5']",0.0,['None'],0,0,4
51,m3032980,"[1, 2, 3]",3,7.199557856794634,0.0,1,1690965.822,12274981.24,0.0,0.0,['None'],"['Line.ln6504019-5', 'Line.ln6504020-2', 'Line.ln0504020-1']","['LINE.ln6504019-5', 'LINE.ln6504020-2', 'LINE.ln0504020-1']",0.0,['None'],0,0,4
52,m3032977,"[1, 2, 3]",3,7.199557856794634,0.0,1,1690139.95,12275145.11,0.0,0.0,['None'],"['Line.ln6504020-2', 'Line.ln6504018-1']","['LINE.ln6504020-2', 'LINE.ln6504018-1']",0.0,['None'],0,0,4
53,m1166366,"[1, 2, 3]",3,7.199557856794634,0.0,1,1689137.261,12275255.55,0.0,0.0,['None'],"['Line.ln6504018-1', 'Line.ln5957526-1', 'Line.ln6140925-1']","['LINE.ln6504018-1', 'LINE.ln5957526-1', 'LINE.ln6140925-1']",0.0,['None'],0,0,4
54,m1166368,"[1, 2, 3]",3,7.199557856794634,0.0,1,1689003.74,12275275.92,0.0,0.0,['None'],"['Line.ln5957526-1', 'Line.ln5715052-1', 'Line.ln5988007-1']","['LINE.ln5957526-1', 'LINE.ln5715052-1', 'LINE.ln5988007-1']",0.0,['None'],0,0,4
55,l2973833,"[1, 2, 3]",3,7.199557856794634,0.0,1,1688662.141,12275322.63,0.0,0.0,['None'],"['Line.ln5715052-1', 'Line.ln5866308-1', 'Transformer.t5260630b']","['LINE.ln5715052-1', 'LINE.ln5866308-1']",0.0,['None'],0,0,4
56,m1166373,"[1, 2, 3]",3,7.199557856794634,0.0,1,1688526.658,12275332.34,0.0,0.0,['None'],"['Line.ln5866308-1', 'Line.ln6412354-1', 'Line.ln5594243-1']","['LINE.ln5866308-1', 'LINE.ln6412354-1', 'LINE.ln5594243-1']",0.0,['None'],0,0,4
57,m1166374,"[1, 2, 3]",3,7.199557856794634,0.0,1,1688496.069,12275334.53,0.0,0.0,['None'],"['Line.ln6412354-1', 'Line.ln6412355-1']","['LINE.ln6412354-1', 'LINE.ln6412355-1']",0.0,['None'],0,0,4
58,l2786266,"[1, 2, 3]",3,7.199557856794634,0.0,1,1688275.958,12275362.95,0.0,0.0,['None'],"['Line.ln6412355-1', 'Line.ln5745355-1', 'Transformer.t5260631a']","['LINE.ln6412355-1', 'LINE.ln5745355-1']",0.0,['None'],0,0,4
59,m1166375,"[1, 2, 3]",3,7.199557856794634,0.0,1,1688163.47,12275377.31,0.0,0.0,['None'],"['Line.ln5745355-1', 'Line.ln5896834-1', 'Line.ln5589096-1']","['LINE.ln5745355-1', 'LINE.ln5896834-1', 'LINE.ln5589096-1']",0.0,['None'],0,0,4
60,l2842383,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687854.078,12275449.47,0.0,0.0,['None'],"['Line.ln5896834-1', 'Line.ln6023352-1', 'Transformer.t5260634a']","['LINE.ln5896834-1', 'LINE.ln6023352-1']",0.0,['None'],0,0,4
61,d6023352-1_int,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687770.0,12275449.0,0.0,0.0,['None'],"['Line.ln6023352-1', 'Line.l9407_48332_sw']","['LINE.ln6023352-1', 'LINE.l9407_48332_sw']",0.0,['None'],0,0,4
62,e184626,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687680.33,12275449.11,0.0,0.0,['None'],"['Line.l9407_48332_sw', 'Line.ln6326450-1']","['LINE.l9407_48332_sw', 'LINE.ln6326450-1']",0.0,['None'],0,0,4
63,m1166377,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687646.53,12275447.26,0.0,0.0,['None'],"['Line.ln6326450-1', 'Line.ln5992960-1']","['LINE.ln6326450-1', 'LINE.ln5992960-1']",0.0,['None'],0,0,4
64,m1166376,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687535.922,12275441.46,0.0,0.0,['None'],"['Line.ln5992960-1', 'Line.ln5508630-1']","['LINE.ln5992960-1', 'LINE.ln5508630-1']",0.0,['None'],0,0,4
65,l2842384,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687518.731,12275440.56,0.0,0.0,['None'],"['Line.ln5508630-1', 'Line.ln5805762-1', 'Transformer.t5260637c']","['LINE.ln5508630-1', 'LINE.ln5805762-1']",0.0,['None'],0,0,4
66,m1149236,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687296.9,12275425.36,0.0,0.0,['None'],"['Line.ln5805762-1', 'Line.ln6018336-1', 'Line.ln6232159-1']","['LINE.ln5805762-1', 'LINE.ln6018336-1', 'LINE.ln6232159-1']",0.0,['None'],0,0,4
67,m1149235,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687160.671,12275419.64,0.0,0.0,['None'],"['Line.ln6018336-1', 'Line.ln5563942-4', 'Line.ln5989329-1']","['LINE.ln6018336-1', 'LINE.ln5563942-4', 'LINE.ln5989329-1']",0.0,['None'],0,0,4
68,d5563942-4_int,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687100.0,12275415.0,0.0,0.0,['None'],"['Line.ln5563942-4', 'Line.2002200004868472_sw']","['LINE.ln5563942-4', 'LINE.2002200004868472_sw']",0.0,['None'],0,0,4
69,q16483,"[1, 2, 3]",3,7.199557856794634,0.0,1,-119.1121,46.6822,0.0,0.0,['None'],"['Line.2002200004868472_sw', 'Line.cap_2a', 'Line.cap_2b', 'Line.cap_2c']","['LINE.2002200004868472_sw', 'LINE.cap_2a', 'LINE.cap_2b', 'LINE.cap_2c']",0.0,['None'],0,0,4
70,q16483_cap,"[1, 2, 3]",3,7.199557856794634,0.0,1,-119.1122,46.6822,0.0,0.0,['None'],"['Line.cap_2a', 'Line.cap_2b', 'Line.cap_2c', 'Line.ln5563942-5']","['LINE.cap_2a', 'LINE.cap_2b', 'LINE.cap_2c', 'LINE.ln5563942-5']",0.0,['None'],0,0,4
71,r42247,"[1, 2, 3]",3,7.199557856794634,0.0,1,1687041.436,12275413.37,0.0,0.0,"['Capacitor.capbank2a', 'Capacitor.capbank2b', 'Capacitor.capbank2c']","['Line.ln5563942-5', 'Line.ln5563942-3']","['LINE.ln5563942-5', 'LINE.ln5563942-3']",0.0,['None'],0,0,4
72,m1149233,"[1, 2, 3]",3,7.199557856794634,0.0,1,1686911.208,12275406.52,0.0,0.0,['None'],"['Line.ln5563942-3', 'Line.ln5896833-1']","['LINE.ln5563942-3', 'LINE.ln5896833-1']",0.0,['None'],0,0,4
73,l3048965,"[1, 2, 3]",3,7.199557856794634,0.0,1,1686592.609,12275382.03,0.0,0.0,['None'],"['Line.ln5896833-1', 'Line.ln5805761-1', 'Transformer.t5260641b']","['LINE.ln5896833-1', 'LINE.ln5805761-1']",0.0,['None'],0,0,4
74,m1142843,"[1, 2, 3]",3,7.199557856794634,0.0,1,1686425.402,12275361.69,0.0,0.0,['None'],"['Line.ln5805761-1', 'Line.ln5799561-1', 'Line.ln6381853-1', 'Line.ln5746705-1', 'Line.ln5473439-1']","['LINE.ln5805761-1', 'LINE.ln5799561-1', 'LINE.ln6381853-1', 'LINE.ln5746705-1', 'LINE.ln5473439-1']",0.0,['None'],0,0,4
75,m1026329,"[1, 2, 3]",3,7.199557856794634,0.0,1,1666752.175,12260066.62,0.0,0.0,['None'],"['Line.ln5895787-1', 'Line.ln5835149-1', 'Line.ln5502541-1']","['LINE.ln5895787-1', 'LINE.ln5835149-1', 'LINE.ln5502541-1']",0.0,['None'],0,0,4
76,m1026328,"[1, 2, 3]",3,7.199557856794634,0.0,1,1666671.36,12259988.93,0.0,0.0,['None'],"['Line.ln5895787-1', 'Line.ln6140778-1']","['LINE.ln5895787-1', 'LINE.ln6140778-1']",0.0,['None'],0,0,4
77,m1026330,"[1, 2, 3]",3,7.199557856794634,0.0,1,1666837.31,12260148.76,0.0,0.0,['None'],"['Line.ln5835149-1', 'Line.ln6198013-1', 'Line.ln6047581-1', 'Line.ln6199524-1']","['LINE.ln5835149-1', 'LINE.ln6198013-1', 'LINE.ln6047581-1', 'LINE.ln6199524-1']",0.0,['None'],0,0,4
78,m1026331,"[1, 2, 3]",3,7.199557856794634,0.0,1,1666972.511,12260276.84,0.0,0.0,['None'],"['Line.ln6198013-1', 'Line.ln6198013-2', 'Line.ln6409762-1']","['LINE.ln6198013-1', 'LINE.ln6198013-2', 'LINE.ln6409762-1']",0.0,['None'],0,0,4
79,m1026333,"[1, 2, 3]",3,7.199557856794634,0.0,1,1667082.361,12260380.9,0.0,0.0,['None'],"['Line.ln6198013-2', 'Line.ln6017302-1', 'Line.ln5744343-2']","['LINE.ln6198013-2', 'LINE.ln6017302-1', 'LINE.ln5744343-2']",0.0,['None'],0,0,4
80,l2973162,"[1, 2, 3]",3,7.199557856794634,0.0,1,1667209.509,12260500.24,0.0,0.0,['None'],"['Line.ln6017302-1', 'Line.ln5683830-1', 'Transformer.t5302375b']","['LINE.ln6017302-1', 'LINE.ln5683830-1']",0.0,['None'],0,0,4
81,m1026341,"[1, 2, 3]",3,7.199557856794634,0.0,1,1667373.951,12260653.75,0.0,0.0,['None'],"['Line.ln5683830-1', 'Line.ln5623408-1', 'Line.ln6140777-1']","['LINE.ln5683830-1', 'LINE.ln5623408-1', 'LINE.ln6140777-1']",0.0,['None'],0,0,4
82,m1026347,"[1, 2, 3]",3,7.199557856794634,0.0,1,1667488.84,12260775.16,0.0,0.0,['None'],"['Line.ln5623408-1', 'Line.ln5774496-1', 'Line.ln5562937-2']","['LINE.ln5623408-1', 'LINE.ln5774496-1', 'LINE.ln5562937-2']",0.0,['None'],0,0,4
83,l3235275,"[1, 2, 3]",3,7.199557856794634,0.0,1,1667712.502,12260947.01,0.0,0.0,['None'],"['Line.ln5774496-1', 'Line.ln5865271-1', 'Transformer.t5302507b']","['LINE.ln5774496-1', 'LINE.ln5865271-1']",0.0,['None'],0,0,4
84,m1026354,"[1, 2, 3]",3,7.199557856794634,0.0,1,1667896.4,12261094.43,0.0,0.0,['None'],"['Line.ln5865271-1', 'Line.ln5895818-1', 'Line.ln2000000-1']","['LINE.ln5865271-1', 'LINE.ln5895818-1', 'LINE.ln2000000-1']",0.0,['None'],0,0,4
85,m1026356,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668000.0,12261168.08,0.0,0.0,['None'],"['Line.ln5895818-1', 'Line.ln5532791-1']","['LINE.ln5895818-1', 'LINE.ln5532791-1']",0.0,['None'],0,0,4
86,m1026357,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668077.62,12261226.41,0.0,0.0,['None'],"['Line.ln5532791-1', 'Line.ln5956503-1', 'Line.ln5653492-1']","['LINE.ln5532791-1', 'LINE.ln5956503-1', 'LINE.ln5653492-1']",0.0,['None'],0,0,4
87,l3122849,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668291.759,12261398.93,0.0,0.0,['None'],"['Line.ln5956503-1', 'Line.ln6320368-1', 'Transformer.t5293423b']","['LINE.ln5956503-1', 'LINE.ln6320368-1']",0.0,['None'],0,0,4
88,l2691954,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668463.131,12261521.43,0.0,0.0,['None'],"['Line.ln6320368-1', 'Line.ln6229835-1', 'Transformer.t21399361b']","['LINE.ln6320368-1', 'LINE.ln6229835-1']",0.0,['None'],0,0,4
89,m1047292,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668696.701,12261694.49,0.0,0.0,['None'],"['Line.ln6229835-1', 'Line.ln6047605-1', 'Line.ln6199561-1']","['LINE.ln6229835-1', 'LINE.ln6047605-1', 'LINE.ln6199561-1']",0.0,['None'],0,0,4
90,m1047293,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668746.828,12261737.31,0.0,0.0,['None'],"['Line.ln6047605-1', 'Line.ln6379462-3']","['LINE.ln6047605-1', 'LINE.ln6379462-3']",0.0,['None'],0,0,4
91,l2763153,"[1, 2, 3]",3,7.199557856794634,0.0,1,1668869.356,12261838.04,0.0,0.0,['None'],"['Line.ln6379462-3', 'Line.ln6379462-2', 'Transformer.t5293425a']","['LINE.ln6379462-3', 'LINE.ln6379462-2']",0.0,['None'],0,0,4
92,l3139121,"[1, 2, 3]",3,7.199557856794634,0.0,1,1669073.718,12261975.16,0.0,0.0,['None'],"['Line.ln6379462-2', 'Line.ln6379462-1']","['LINE.ln6379462-2', 'LINE.ln6379462-1']",0.0,['None'],0,0,4
93,m1047299,"[1, 2, 3]",3,7.199557856794634,0.0,1,1669187.75,12262068.88,0.0,0.0,['None'],"['Line.ln6379462-1', 'Line.ln5804836-1', 'Line.ln5956501-1']","['LINE.ln6379462-1', 'LINE.ln5804836-1', 'LINE.ln5956501-1']",0.0,['None'],0,0,4
