name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln5655838-1,line,3,"[[1.1321351289898411, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.1255913181428572, 0.13929421602661765], [0.14266862992239476, 0.13929421602661765, 1.6854301483122878]]","[[0.9305339081830073, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.9359615140527601, 0.4504694180294322], [0.41225267180819564, 0.4504694180294322, 0.9256370578758736]]",0.07476375,p829977,m1186061,3,"{'b', 'c', 'a'}",False,False,12.47
ln5622467-1,line,3,"[[1.1314801558550838, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 1.1246095188068117, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 1.1336168924074999]]","[[0.8848860419457026, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8934666340867374, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8822391279405369]]",0.14065441,m1186061,l3139366,3,"{'b', 'c', 'a'}",False,False,12.47
ln5622467-4,line,3,"[[1.1314801558550838, 0.1374993192957336, 0.1420664552636316], [0.1374993192957336, 1.1246095188068115, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 1.1336168924074999]]","[[0.8848860419457024, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8934666340867374, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8822391279405368]]",0.1156061,l3139366,m4362177,3,"{'b', 'c', 'a'}",False,False,12.47
ln7167521-1,line,3,"[[1.1314801558550835, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 1.1246095188068117, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 1.1336168924074996]]","[[0.8848860419457024, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8934666340867374, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8822391279405368]]",0.06550446,m4362177,m1186052,3,"{'b', 'c', 'a'}",False,False,12.47
ln8978752-1,line,3,"[[0.7765326381135429, 0.11415394680310706, 0.09068685640767696], [0.11415394680310706, 0.7621733289015069, 0.11415394680310702], [0.09068685640767696, 0.11415394680310702, 0.7765326381135429]]","[[0.25006397836012334, -0.013010888874605173, -0.030856789920065436], [-0.013010888874605173, 0.23200187115582688, -0.013010888874605045], [-0.030856789920065436, -0.013010888874605045, 0.2500639783601234]]",0.005839099,m1186052,198-5320,3,"{'b', 'c', 'a'}",False,False,12.47
ln8978753-1,line,3,"[[0.776532638113543, 0.11415394680310706, 0.09068685640767697], [0.11415394680310706, 0.7621733289015069, 0.11415394680310703], [0.09068685640767697, 0.11415394680310703, 0.776532638113543]]","[[0.25006397836012334, -0.013010888874605173, -0.03085678992006544], [-0.013010888874605173, 0.23200187115582688, -0.013010888874605046], [-0.03085678992006544, -0.013010888874605046, 0.2500639783601234]]",0.003892028,198-5320,221-311359,3,"{'b', 'c', 'a'}",False,False,12.47
ln8978753-2,line,3,"[[0.776532638113543, 0.11415394680310706, 0.09068685640767694], [0.11415394680310706, 0.762173328901507, 0.11415394680310702], [0.09068685640767694, 0.11415394680310702, 0.776532638113543]]","[[0.25006397836012334, -0.013010888874605173, -0.030856789920065436], [-0.013010888874605173, 0.23200187115582688, -0.013010888874605045], [-0.030856789920065436, -0.013010888874605045, 0.2500639783601234]]",0.048180537,221-311359,l3234149,3,"{'b', 'c', 'a'}",False,False,12.47
ln8940663-1,line,3,"[[0.776532638113543, 0.11415394680310706, 0.09068685640767696], [0.11415394680310706, 0.7621733289015069, 0.11415394680310703], [0.09068685640767696, 0.11415394680310703, 0.776532638113543]]","[[0.25006397836012334, -0.013010888874605171, -0.03085678992006544], [-0.013010888874605171, 0.2320018711558269, -0.013010888874605046], [-0.03085678992006544, -0.013010888874605046, 0.2500639783601234]]",0.056743508,221-242079,l3011293,3,"{'b', 'c', 'a'}",False,False,12.47
ln8940662-1,line,3,"[[0.776532638113543, 0.11415394680310706, 0.09068685640767696], [0.11415394680310706, 0.7621733289015069, 0.11415394680310703], [0.09068685640767696, 0.11415394680310703, 0.776532638113543]]","[[0.25006397836012334, -0.013010888874605173, -0.03085678992006544], [-0.013010888874605173, 0.2320018711558269, -0.013010888874605046], [-0.03085678992006544, -0.013010888874605046, 0.25006397836012345]]",0.004334939,m1209774,221-242079,3,"{'b', 'c', 'a'}",False,False,12.47
ln6048632-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.090791615,l2936275,l3179674,1,{'b'},False,False,12.47
ln6506305-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.07310531,l3086079,l2936276,1,{'b'},False,False,12.47
ln6230800-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595092, 0.0], [0.0, 0.0, 0.0]]",0.036470829,m1186061,l2861223,1,{'b'},False,False,12.47
ln6048635-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.10512015,m1209763,l2936275,1,{'b'},False,False,12.47
ln6505952-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.002703266,m3036172,l3086079,1,{'b'},False,False,12.47
ln6321419-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595094, 0.0], [0.0, 0.0, 0.0]]",0.12253251,m3036172,m1209763,1,{'b'},False,False,12.47
ln6381854-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.11990402,l3179674,m1209758,1,{'b'},False,False,12.47
ln6322801-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.003916089,m1186063,p829979,1,{'b'},False,False,12.47
ln6230793-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.08026709,m1209748,l3142099,1,{'b'},False,False,12.47
ln5896826-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.20318135,m1209749,l2748840,1,{'b'},False,False,12.47
ln6351512-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.008525901,m1209750,m1209749,1,{'b'},False,False,12.47
ln5987956-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.11534885,m1209750,l3086075,1,{'b'},False,False,12.47
ln6018333-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.003850069,m1209751,m1209750,1,{'b'},False,False,12.47
ln6200528-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.1574574,m1209752,m1209751,1,{'b'},False,False,12.47
ln5866267-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.20600806,m1209753,m1209748,1,{'b'},False,False,12.47
ln6351518-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.15473544,m1209753,m1209752,1,{'b'},False,False,12.47
ln5624380-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.12109104,m1209758,m1209753,1,{'b'},False,False,12.47
ln5746706-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.032567448,p829979,m3036172,1,{'b'},False,False,12.47
1209-dies1,transformer,0,"[[0.001, 0, 0], [0, 0.001, 0], [0, 0, 0.001]]","[[0.001, 0, 0], [0, 0.001, 0], [0, 0, 0.001]]",0.001,e192258,m1209der480-1,3,"{'b', 'c', 'a'}",False,False,0.48
